"","SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ300","IND310","INQ320"
"5939",99641,1,2,1,2,1,2,2,1,2,11,2.36,3,2,4,2
"5940",99642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5941",99643,2,2,1,2,2,2,2,1,2,99,NA,1,9,NA,3
"5942",99644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5943",99645,2,2,1,2,2,2,2,1,2,3,0.89,1,2,77,3
"5944",99646,2,2,1,2,1,2,2,1,2,8,3.06,3,1,NA,1
"5945",99647,2,2,1,1,2,2,2,2,2,4,1.6,2,2,1,1
"5946",99648,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"5947",99649,1,1,2,2,2,2,2,2,1,3,0.36,1,2,1,1
"5948",99650,1,2,2,2,2,2,1,2,2,3,0.29,1,2,1,1
"5949",99651,1,2,2,2,2,2,2,2,2,5,0.71,1,2,1,1
"5950",99652,1,2,2,2,2,2,2,2,2,7,1.46,2,2,1,1
"5951",99653,1,1,2,2,2,2,2,2,2,9,3.69,3,1,NA,1
"5952",99654,1,2,2,2,2,2,2,2,1,2,0.32,1,2,1,1
"5953",99655,1,2,2,2,2,2,2,2,2,3,0.9,1,2,1,6
"5954",99656,1,2,2,2,2,2,2,2,2,9,2.89,3,2,2,1
"5955",99657,1,1,2,2,2,2,2,2,2,7,1.67,2,1,NA,1
"5956",99658,2,2,1,2,2,9,2,2,2,99,NA,1,2,1,1
"5957",99659,1,2,2,2,2,2,2,2,2,8,2.35,3,2,4,1
"5958",99660,2,2,2,2,1,2,2,1,2,12,5,3,1,NA,1
"5959",99661,1,2,2,2,2,2,2,2,2,4,1.2,1,2,1,1
"5960",99662,1,1,1,2,2,2,2,2,2,7,2.19,3,2,1,1
"5961",99663,1,2,2,2,2,2,2,2,2,3,0.4,1,2,1,1
"5962",99664,1,2,2,2,2,2,2,2,2,4,0.61,1,2,1,1
"5963",99665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5964",99666,1,2,2,2,2,2,2,2,2,6,1.22,1,2,1,1
"5965",99667,1,2,2,2,2,2,2,2,1,3,0.89,1,2,2,1
"5966",99668,1,2,1,1,1,2,2,2,2,9,3.8,3,2,1,1
"5967",99669,1,2,2,2,2,2,2,2,2,6,0.88,1,2,1,1
"5968",99670,2,2,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,7
"5969",99671,1,2,2,2,2,2,2,2,2,8,1.67,2,1,NA,1
"5970",99672,1,2,2,2,2,2,2,2,2,99,NA,3,9,NA,1
"5971",99673,1,2,2,2,2,2,2,2,1,7,1.09,1,2,1,1
"5972",99674,1,2,1,1,2,2,2,1,1,8,3.33,3,1,NA,1
"5973",99675,1,1,2,2,2,2,2,2,2,10,3.41,3,2,5,1
"5974",99676,1,2,2,2,2,2,2,2,2,7,1.76,2,2,1,1
"5975",99677,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,1
"5976",99678,1,2,2,2,2,2,2,2,2,11,4.41,3,2,3,1
"5977",99679,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"5978",99680,1,2,2,2,2,2,2,2,2,99,NA,9,2,99,1
"5979",99681,1,2,2,2,2,2,2,2,1,7,1.14,1,2,1,1
"5980",99682,2,2,2,2,1,2,2,1,2,12,5,3,1,NA,1
"5981",99683,2,2,1,2,1,2,2,2,2,6,1.77,2,1,NA,1
"5982",99684,1,2,2,2,2,2,2,1,2,11,2.86,3,1,NA,1
"5983",99685,1,2,2,2,2,2,2,2,1,77,NA,3,2,77,1
"5984",99686,1,2,2,2,2,2,2,2,2,6,1.47,2,2,1,1
"5985",99687,1,2,1,2,2,2,2,2,2,10,2.45,3,2,1,1
"5986",99688,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"5987",99689,2,1,2,1,2,2,2,2,2,4,1.48,2,2,1,1
"5988",99690,1,2,2,1,2,2,2,2,2,6,1.17,1,2,1,1
"5989",99691,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"5990",99692,1,2,2,2,2,2,2,2,2,11,3.34,3,2,1,1
"5991",99693,1,2,2,2,2,2,2,2,2,10,2.87,3,2,1,1
"5992",99694,1,2,1,2,2,2,1,2,2,9,2.39,3,1,NA,1
"5993",99695,1,2,2,2,1,2,2,2,1,8,2.15,3,2,1,1
"5994",99696,1,2,2,2,2,2,2,2,2,11,3.17,3,2,1,1
"5995",99697,1,2,2,2,2,2,2,2,2,7,1.22,1,2,1,2
"5996",99698,1,2,1,2,1,2,2,2,2,9,3.47,3,2,3,1
"5997",99699,1,2,2,2,2,2,2,2,2,4,0.81,1,2,1,1
"5998",99700,1,1,1,2,1,2,2,2,2,8,2.92,3,1,NA,1
"5999",99701,1,2,2,2,2,2,2,2,2,4,0.94,1,2,1,1
"6000",99702,2,2,1,2,2,2,2,2,2,2,0.64,1,2,2,3
"6001",99703,2,2,1,2,1,2,2,2,2,4,1.62,2,2,2,3
"6002",99704,1,2,2,2,2,2,2,2,1,7,1.32,2,2,1,1
"6003",99705,1,2,2,2,2,2,2,2,1,5,0.73,1,2,77,4
"6004",99706,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,1
"6005",99707,1,1,2,2,2,2,2,2,2,7,1.22,1,7,NA,1
"6006",99708,1,2,2,2,1,2,2,2,2,8,3.33,3,1,NA,1
"6007",99709,1,2,2,2,2,2,2,2,1,5,1.68,2,2,2,1
"6008",99710,1,2,2,2,2,2,2,2,2,4,0.57,1,2,1,7
"6009",99711,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"6010",99712,1,2,1,2,2,1,2,2,2,11,2.2,3,2,1,1
"6011",99713,1,2,2,2,2,2,2,2,2,8,1.91,3,2,2,1
"6012",99714,1,2,2,2,2,2,2,1,2,7,1.09,1,2,1,1
"6013",99715,1,2,2,2,2,2,2,2,1,2,0.24,1,2,1,3
"6014",99716,1,2,2,2,2,2,2,2,2,9,2.39,3,2,1,1
"6015",99717,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"6016",99718,1,2,1,2,2,2,2,2,2,7,1.09,1,2,1,1
"6017",99719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6018",99720,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"6019",99721,1,2,2,2,2,2,2,2,2,10,4.37,3,2,2,1
"6020",99722,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"6021",99723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6022",99724,2,2,1,1,2,2,2,1,2,5,1.78,2,1,NA,3
"6023",99725,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"6024",99726,1,2,1,2,2,2,2,2,2,6,1.03,1,2,1,1
"6025",99727,2,1,1,2,1,2,2,2,2,10,3.28,3,1,NA,1
"6026",99728,1,1,2,2,2,2,2,2,2,99,NA,3,1,NA,1
"6027",99729,1,2,2,2,2,2,1,2,1,4,0.76,1,2,1,1
"6028",99730,1,1,2,2,2,2,2,2,2,99,NA,1,2,1,1
"6029",99731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6030",99732,1,2,2,2,2,2,2,2,2,11,3.9,3,1,NA,1
"6031",99733,1,1,2,2,2,2,2,2,2,12,2.57,3,1,NA,1
"6032",99734,1,2,2,2,2,2,2,2,2,8,1.85,2,2,1,4
"6033",99735,1,2,2,2,2,2,2,2,2,12,4.73,3,2,5,1
"6034",99736,1,1,2,2,1,2,2,1,2,9,4.98,3,2,1,1
"6035",99737,1,2,2,2,2,2,1,2,2,7,1.17,1,2,1,1
"6036",99738,1,2,1,2,2,2,1,2,1,4,0.52,1,2,1,1
"6037",99739,1,2,2,2,2,2,2,2,2,7,1.09,1,2,1,1
"6038",99740,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"6039",99741,2,2,1,2,1,2,2,1,2,7,2.73,3,2,2,1
"6040",99742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6041",99743,2,2,1,2,1,2,2,1,2,6,2.27,3,1,NA,1
"6042",99744,1,2,2,2,2,2,2,2,2,7,2.05,3,1,NA,1
"6043",99745,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"6044",99746,1,1,2,2,2,2,2,2,1,7,1.22,1,2,1,1
"6045",99747,2,2,1,2,2,2,2,2,2,3,1.18,1,2,1,8
"6046",99748,1,2,2,2,2,2,1,2,2,6,1.09,1,2,1,1
"6047",99749,1,2,2,2,2,2,2,2,2,8,1.91,3,2,1,1
"6048",99750,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,2
"6049",99751,1,2,2,2,2,2,2,2,2,7,2.19,3,2,2,1
"6050",99752,1,2,2,2,2,2,2,2,2,5,0.98,1,9,NA,1
"6051",99753,1,2,1,2,2,1,2,2,2,5,0.46,1,2,1,1
"6052",99754,1,2,1,1,1,2,2,2,1,8,2.2,3,1,NA,1
"6053",99755,1,1,2,2,2,2,1,2,2,11,2.62,3,2,1,1
"6054",99756,1,1,2,2,2,2,2,2,2,99,NA,9,9,NA,2
"6055",99757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6056",99758,1,1,1,1,2,2,2,2,2,5,1.48,2,2,1,1
"6057",99759,1,2,2,2,2,2,2,2,2,10,2.87,3,2,1,1
"6058",99760,1,1,1,2,2,2,2,1,2,12,5,3,2,2,1
"6059",99761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6060",99762,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
"6061",99763,1,2,2,2,2,2,2,2,2,5,0.82,1,2,1,1
"6062",99764,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,1
"6063",99765,1,2,2,2,2,2,2,2,2,4,0.5,1,2,1,2
"6064",99766,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"6065",99767,1,2,2,2,2,2,2,2,2,7,1.35,2,2,1,1
"6066",99768,1,1,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"6067",99769,1,2,2,2,2,2,2,2,2,8,2.1,3,2,1,1
"6068",99770,1,2,1,2,2,2,2,2,2,5,0.88,1,2,1,1
"6069",99771,2,2,1,1,2,2,2,2,2,6,1.55,2,2,3,1
"6070",99772,1,2,2,2,2,2,2,1,2,8,2.92,3,2,1,2
"6071",99773,1,2,2,1,2,2,2,2,2,5,0.96,1,2,1,1
"6072",99774,1,2,1,2,1,1,2,2,1,9,2.44,3,2,1,1
"6073",99775,1,2,2,2,2,2,2,2,2,7,3.16,3,2,1,1
"6074",99776,1,2,1,1,1,9,2,1,2,99,NA,3,2,3,1
"6075",99777,1,2,2,2,2,2,2,2,2,7,2.05,3,1,NA,1
"6076",99778,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"6077",99779,1,2,2,2,2,2,2,2,2,12,4.3,3,2,1,1
"6078",99780,1,2,2,2,2,2,2,2,2,8,2.35,3,2,1,1
"6079",99781,1,2,2,2,2,2,2,1,2,7,1.07,1,2,1,1
"6080",99782,1,2,2,2,2,2,2,2,2,5,1.98,3,2,1,1
"6081",99783,1,2,2,2,1,2,2,2,2,8,1.91,3,2,1,1
"6082",99784,1,2,2,2,2,2,2,2,2,9,1.28,1,2,1,2
"6083",99785,2,2,2,2,1,2,2,1,2,12,5,3,1,NA,1
"6084",99786,1,2,2,2,2,2,2,2,2,1,0.05,1,2,1,4
"6085",99787,1,2,2,2,2,2,2,2,2,7,1.76,2,2,1,1
"6086",99788,1,2,2,2,2,2,2,1,2,11,3.27,3,1,NA,1
"6087",99789,1,2,2,1,2,2,2,2,1,6,1.22,1,2,1,1
"6088",99790,9,2,1,2,2,2,1,2,2,99,NA,3,1,NA,1
"6089",99791,1,2,2,2,2,2,2,2,2,9,1.82,2,2,1,1
"6090",99792,1,2,1,2,2,2,2,2,2,3,1.19,1,2,1,1
"6091",99793,1,1,2,2,2,2,2,2,1,12,5,3,1,NA,2
"6092",99794,1,2,1,2,2,2,2,2,2,3,0.99,1,2,2,2
"6093",99795,1,2,2,2,2,2,2,2,2,3,0.89,1,2,1,1
"6094",99796,1,2,2,2,2,2,2,2,2,1,0,1,2,1,2
"6095",99797,2,2,1,2,2,1,2,2,2,3,0.88,1,2,1,9
"6096",99798,1,2,1,1,2,1,2,2,1,6,0.89,1,2,1,1
"6097",99799,1,2,2,2,2,2,2,2,1,5,0.73,1,2,77,4
"6098",99800,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"6099",99801,1,2,2,2,2,2,2,2,2,4,0.92,1,2,1,1
"6100",99802,1,2,2,2,2,2,2,2,2,77,NA,3,1,NA,1
"6101",99803,1,2,2,2,2,2,2,1,2,8,1.91,3,2,3,1
"6102",99804,1,2,2,2,2,2,2,2,2,4,0.96,1,2,1,5
"6103",99805,1,2,2,2,2,2,2,2,2,11,3.66,3,2,1,1
"6104",99806,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
"6105",99807,1,1,2,2,2,2,2,2,1,3,1.19,1,2,1,1
"6106",99808,7,7,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"6107",99809,1,2,2,2,2,2,2,2,2,5,0.4,1,2,1,1
"6108",99810,1,2,1,2,2,2,2,1,2,7,1.43,2,1,NA,1
"6109",99811,1,2,2,2,2,2,2,2,2,99,NA,9,2,99,1
"6110",99812,1,2,2,2,2,2,2,2,2,5,1.15,1,2,1,1
"6111",99813,1,2,2,2,2,2,2,1,2,11,4.33,3,1,NA,1
"6112",99814,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"6113",99815,2,2,1,2,2,1,2,2,2,3,0.92,1,2,3,6
"6114",99816,1,2,2,1,2,2,2,1,2,99,NA,3,1,NA,1
"6115",99817,1,1,1,2,1,2,2,2,2,99,NA,3,2,2,1
"6116",99818,1,2,2,2,2,1,2,2,1,7,1.22,1,2,1,1
"6117",99819,1,1,2,2,2,2,2,2,2,5,1.98,3,2,1,1
"6118",99820,1,2,1,2,1,2,2,2,2,12,3.54,3,2,2,1
"6119",99821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6120",99822,1,2,2,2,2,2,2,1,2,11,5,3,2,4,1
"6121",99823,1,2,2,2,2,2,2,2,2,7,1.46,2,2,1,3
"6122",99824,1,2,2,2,2,2,2,1,2,11,5,3,2,1,1
"6123",99825,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"6124",99826,1,1,2,2,2,2,2,2,2,2,0.29,1,2,1,2
"6125",99827,1,2,2,2,1,2,2,1,1,6,0.98,1,2,1,1
"6126",99828,1,2,2,2,2,2,2,1,2,9,2.89,3,1,NA,1
"6127",99829,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"6128",99830,1,2,2,2,2,2,2,1,2,7,1.22,1,1,NA,1
"6129",99831,1,2,1,2,2,2,2,2,2,4,0.67,1,2,1,1
"6130",99832,2,2,2,2,2,2,2,1,1,8,1.95,3,2,1,1
"6131",99833,2,2,1,2,2,2,2,1,2,5,1.79,2,1,NA,1
"6132",99834,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"6133",99835,1,2,1,2,2,1,2,2,1,10,2.13,3,2,1,2
"6134",99836,1,2,2,2,2,2,2,2,2,8,2.2,3,2,2,1
"6135",99837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6136",99838,1,2,2,2,2,2,2,2,2,7,1.43,2,2,1,2
"6137",99839,1,2,2,2,2,2,2,2,2,10,5,3,2,3,1
"6138",99840,1,1,1,2,2,2,2,2,2,99,NA,3,1,NA,1
"6139",99841,1,2,2,2,2,2,2,2,2,3,0.44,1,2,1,1
"6140",99842,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,1
"6141",99843,1,2,2,2,2,2,2,1,2,11,3,3,2,1,1
"6142",99844,1,1,1,1,2,1,2,2,2,8,2.35,3,2,1,1
"6143",99845,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"6144",99846,1,2,2,2,2,2,2,2,1,7,2.14,3,2,1,1
"6145",99847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6146",99848,1,2,2,2,2,2,2,2,1,6,0.85,1,2,1,1
"6147",99849,2,2,2,2,2,2,2,2,2,5,0.63,1,2,1,1
"6148",99850,2,2,2,2,2,2,1,2,2,2,0.31,1,2,1,1
"6149",99851,1,2,1,2,1,2,2,2,2,99,NA,3,2,99,1
"6150",99852,1,1,2,2,2,2,1,2,1,7,1.07,1,2,1,1
"6151",99853,1,2,2,2,2,2,2,1,2,10,2.93,3,1,NA,1
"6152",99854,1,2,1,2,1,2,2,2,2,5,1.42,2,1,NA,1
"6153",99855,1,2,2,1,2,2,2,2,2,6,1.17,1,2,1,1
"6154",99856,2,2,2,2,2,1,2,2,2,10,3.23,3,2,3,1
"6155",99857,1,1,2,2,2,2,2,2,2,99,NA,3,2,2,1
"6156",99858,2,2,1,1,2,2,2,2,1,8,3.1,3,2,2,1
"6157",99859,1,2,1,2,1,2,2,2,1,8,1.95,3,2,1,2
"6158",99860,1,1,2,2,2,2,2,1,2,99,NA,9,9,NA,1
"6159",99861,1,1,2,2,2,2,2,2,2,9,2.71,3,1,NA,1
"6160",99862,1,2,2,2,2,2,2,2,2,77,NA,1,2,1,1
"6161",99863,1,2,2,2,2,2,2,2,2,3,0.99,1,2,1,6
"6162",99864,1,1,2,2,2,2,2,2,2,5,0.96,1,2,1,1
"6163",99865,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"6164",99866,1,2,1,1,2,1,2,2,2,6,2.29,3,2,1,1
"6165",99867,1,1,2,2,2,2,2,2,2,7,2.99,3,2,1,1
"6166",99868,2,2,2,2,1,2,2,1,2,11,5,3,1,NA,3
"6167",99869,1,2,2,2,2,2,2,2,2,4,0.81,1,2,1,1
"6168",99870,2,2,1,2,1,2,2,2,2,99,NA,1,7,NA,1
"6169",99871,1,2,2,2,2,2,2,2,1,6,0.89,1,2,1,2
"6170",99872,1,2,2,2,2,2,2,1,2,6,1.47,2,2,1,1
"6171",99873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6172",99874,1,2,2,2,2,2,2,2,2,5,0.86,1,2,1,1
"6173",99875,1,2,2,2,2,2,2,2,2,12,4.49,3,2,1,1
"6174",99876,1,2,2,2,2,2,2,2,2,11,5,3,2,2,1
"6175",99877,1,2,2,1,2,2,2,2,2,6,0.82,1,2,1,1
"6176",99878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6177",99879,2,2,2,2,2,2,2,2,2,12,5,3,2,1,1
"6178",99880,1,2,2,2,2,2,2,2,2,9,1.78,2,1,NA,1
"6179",99881,1,2,2,2,2,2,2,2,2,10,4.01,3,1,NA,1
"6180",99882,1,1,2,2,2,2,2,1,2,8,1.91,3,1,NA,1
"6181",99883,1,2,2,2,2,2,2,2,2,6,1.22,1,2,3,1
"6182",99884,2,2,1,2,1,2,2,1,2,8,2.96,3,1,NA,1
"6183",99885,1,2,2,2,2,2,2,2,2,99,NA,3,1,NA,2
"6184",99886,1,1,2,2,1,2,2,2,2,1,0.08,1,2,1,1
"6185",99887,1,2,2,2,2,2,2,2,1,12,4.11,3,2,2,1
"6186",99888,1,2,2,2,2,2,2,2,2,3,0.87,1,2,1,1
"6187",99889,2,2,1,2,2,1,1,2,2,4,0.87,1,2,1,2
"6188",99890,2,2,1,2,1,2,2,1,2,6,1.55,2,1,NA,1
"6189",99891,1,2,2,2,2,2,2,1,2,11,5,3,2,3,1
